global_key,source,job_id,job_url,title,company,company_link,location,country,posted_date,num_applicants,work_mode,employment_type,position,type,compensation,commitment,skills,category_primary,domain_l1,domain_l2,domain_l3,tax_confidence,scraped_at,master_built_at
https://merojob.com/primary-level-nepali-teacher-15,merojob,primary-level-nepali-teacher-15,https://merojob.com/primary-level-nepali-teacher-15,Nepali Teacher - Primary Level,,https://merojob.com/employer/balmiki-international-school/detail,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Problem Solving, Classroom Management, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Dhangadhi",Non-IT,Education,Other,Other,0.42,2026-02-25 11:46:32.466796,2026-02-25T18:01:32
https://merojob.com/science-teacher-secondary-level-35,merojob,science-teacher-secondary-level-35,https://merojob.com/science-teacher-secondary-level-35,Science Teacher - Secondary Level,,https://merojob.com/employer/balmiki-international-school/detail,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 3 years,"Required skills for this job, Counseling, Time Management, Lesson Planning, Offered Salary, Not Disclosed, Login to Apply, About the organization, Dhangadhi",Non-IT,Education,Other,Other,0.42,2026-02-25 11:46:31.713305,2026-02-25T18:01:32
https://merojob.com/mathematics-teacher-secondary-level-18,merojob,mathematics-teacher-secondary-level-18,https://merojob.com/mathematics-teacher-secondary-level-18,Mathematics Teacher - Secondary level,,https://merojob.com/employer/balmiki-international-school/detail,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Leadership, Interpersonal Skills, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Dhangadhi",Non-IT,Education,Other,Other,0.42,2026-02-25 11:46:30.865641,2026-02-25T18:01:32
https://merojob.com/grade-teacher-grade-2-4,merojob,grade-teacher-grade-2-4,https://merojob.com/grade-teacher-grade-2-4,Grade Teacher,,https://merojob.com/employer/balmiki-international-school/detail,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 1 year,"Required skills for this job, Time Management, Classroom Management, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Dhangadhi",Non-IT,Education,Other,Other,0.42,2026-02-25 11:46:29.599997,2026-02-25T18:01:32
https://merojob.com/content-creator-and-storyteller,merojob,content-creator-and-storyteller,https://merojob.com/content-creator-and-storyteller,Content Creator and Storyteller,,https://merojob.com/employer/sunsar-maya-2/detail,,Nepal,"Feb 17, 2026",,,Contract,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Work Under Pressure, Content Creation, Attention to Detail, Offered Salary, Not Disclosed, Login to Apply, About the organization, NGO / INGO / Development Projects",Non-IT,Marketing,General,Other,0.42,2026-02-25 11:46:28.752876,2026-02-25T18:01:32
https://merojob.com/sound-engineer,merojob,sound-engineer,https://merojob.com/sound-engineer,Sound Engineer,,https://merojob.com/employer/story-company-pvt-ltd/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:28.239408,2026-02-25T18:01:32
https://merojob.com/data-analyst-52,merojob,data-analyst-52,https://merojob.com/data-analyst-52,,,https://merojob.com/employer/abacus-insights/detail,,Nepal,,,,,,,,,,Non-IT,HR,Recruitment,Other,0.66,2026-02-25 11:46:27.025280,2026-02-25T18:01:32
https://merojob.com/biology-teacher-myp-and-dp,merojob,biology-teacher-myp-and-dp,https://merojob.com/biology-teacher-myp-and-dp,,,https://merojob.com/employer/premier-international-ib-world-school/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:26.584387,2026-02-25T18:01:32
https://merojob.com/pe-teacher-11,merojob,pe-teacher-11,https://merojob.com/pe-teacher-11,,,https://merojob.com/employer/premier-international-ib-world-school/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:26.248489,2026-02-25T18:01:32
https://merojob.com/music-teacher-70,merojob,music-teacher-70,https://merojob.com/music-teacher-70,,,https://merojob.com/employer/premier-international-ib-world-school/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:25.443829,2026-02-25T18:01:32
https://merojob.com/visual-arts-teacher-myp,merojob,visual-arts-teacher-myp,https://merojob.com/visual-arts-teacher-myp,,,https://merojob.com/employer/premier-international-ib-world-school/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:23.117591,2026-02-25T18:01:32
https://merojob.com/senior-quality-control-qc-manager,merojob,senior-quality-control-qc-manager,https://merojob.com/senior-quality-control-qc-manager,Senior Quality Control (QC) Manager,,,,Nepal,"Feb 24, 2026",,,Full Time,Senior Level,,Not Disclosed,More than 8 years,"Required skills for this job, Quality Control, Manufacturing, Offered Salary, Not Disclosed, Login to Apply, About the organization",IT,QA,Manual,,0.61,2026-02-25 11:46:20.557660,2026-02-25T18:01:32
https://merojob.com/videographer-faculty,merojob,videographer-faculty,https://merojob.com/videographer-faculty,Videographer Faculty,,,,Nepal,"Feb 21, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Presentation, Monitoring, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization",Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:18.969186,2026-02-25T18:01:32
https://merojob.com/client-relations-associate-4,merojob,client-relations-associate-4,https://merojob.com/client-relations-associate-4,Client Relations Associate,,https://merojob.com/employer/carpet-exporter/detail,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,"NRs. 25,000 Monthly",More than 1 year,"Required skills for this job, Problem Solving, Multitasking, Client Handling, Salary, Offered Salary, Applying Procedure, Login to Apply, About the organization",Non-IT,Operations,Procurement,,1.0,2026-02-25 11:46:17.952949,2026-02-25T18:01:32
https://merojob.com/australia-counselor-13,merojob,australia-counselor-13,https://merojob.com/australia-counselor-13,Australia Counselor,,,,Nepal,"Feb 24, 2026",,,Full Time,Mid Level,,"NRs. 25,000 - 75,000 Monthly",More than 2 years,"Required skills for this job, Counseling, Coordination, Salary, Offered Salary, Applying Procedure, Login to Apply, About the organization",Non-IT,HR,Recruitment,,0.78,2026-02-25 11:46:17.349352,2026-02-25T18:01:32
https://merojob.com/edtech-sales-executive-2,merojob,edtech-sales-executive-2,https://merojob.com/edtech-sales-executive-2,EdTech Sales Executive,,,,Nepal,"Feb 24, 2026",,,Full Time,Entry Level,,"NRs. 25,000 - 40,000 Monthly",More than 1 year,"Required skills for this job, Strong Communication, Self-motivated and target-driven, Salary, Offered Salary, Applying Procedure, Login to Apply, About the organization",Non-IT,Sales,General,CRM,1.0,2026-02-25 11:46:16.348013,2026-02-25T18:01:32
https://merojob.com/internal-audit-3,merojob,internal-audit-3,https://merojob.com/internal-audit-3,Internal Audit,,https://merojob.com/employer/sanima-bank/detail,Head Office,Nepal,"Feb 23, 2026",,,,Mid Level,,,More than 2 years,,Non-IT,Finance,Audit,Other,0.42,2026-02-25 11:46:15.864141,2026-02-25T18:01:32
https://merojob.com/security-analyst-8,merojob,security-analyst-8,https://merojob.com/security-analyst-8,Security Analyst,,https://merojob.com/employer/sanima-bank/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:14.886183,2026-02-25T18:01:32
https://merojob.com/mathematics-teacher-primary-level-6,merojob,mathematics-teacher-primary-level-6,https://merojob.com/mathematics-teacher-primary-level-6,Mathematics Teacher – Primary Level,,https://merojob.com/employer/millsberry-school/detail,,Nepal,"Feb 25, 2026",,,Full Time,Mid Level,,"NRs. 50,000 Monthly",More than 2 years,"Required skills for this job, Time Management, Classroom Management, Salary, Offered Salary, Applying Procedure, Login to Apply, About the organization",Non-IT,Education,,,1.0,2026-02-25 11:46:13.556166,2026-02-25T18:01:32
https://merojob.com/strategic-marketing-officer,merojob,strategic-marketing-officer,https://merojob.com/strategic-marketing-officer,,,https://merojob.com/employer/professional-educators-pro-ed/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:12.260579,2026-02-25T18:01:32
https://merojob.com/assistant-manager-qehs,merojob,assistant-manager-qehs,https://merojob.com/assistant-manager-qehs,Assistant Manager - QEHS,,https://merojob.com/employer/asian-paints-nepal/detail,,Nepal,"Feb 25, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 3 years,"Required skills for this job, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Multinational Companies",Non-IT,HR,Recruitment,,0.9,2026-02-25 11:46:11.804620,2026-02-25T18:01:32
https://merojob.com/digital-marketing-executive-205,merojob,digital-marketing-executive-205,https://merojob.com/digital-marketing-executive-205,Digital Marketing Executive,,,,Nepal,"Feb 22, 2026",,,Full Time,Mid Level,,"NRs. 20,000 - 30,000 Monthly",More than 1 year,"Photo editing using Adobe Photoshop, Strong understanding of digital branding, Adobe Photoshop, Creativity Skills, Social Media Handling, Offered Salary, Applying Procedure",Non-IT,Marketing,Social,Other,1.0,2026-02-25 11:46:11.135969,2026-02-25T18:01:32
https://merojob.com/middle-school-mathematics-teacher-5,merojob,middle-school-mathematics-teacher-5,https://merojob.com/middle-school-mathematics-teacher-5,Middle School Mathematics Teacher,,https://merojob.com/employer/ace-school/detail,,,"Feb 06, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 3 years,"Required skills for this job, Monitoring, Lesson Planning, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization",Non-IT,Education,Other,Other,0.54,2026-02-25 11:46:10.075027,2026-02-25T18:01:32
https://merojob.com/production-assistant-13,merojob,production-assistant-13,https://merojob.com/production-assistant-13,Production Assistant,,https://merojob.com/employer/safa-tarkari-pvt-ltd/detail,,Nepal,"Feb 25, 2026",,,Full Time,Entry Level,,Not Disclosed,Not Required,"Required skills for this job, Time Management, Food Safety, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization",Non-IT,HR,Recruitment,,0.78,2026-02-25 11:46:09.464478,2026-02-25T18:01:32
https://merojob.com/client-relation-executive-27,merojob,client-relation-executive-27,https://merojob.com/client-relation-executive-27,Client Relation Executive,,https://merojob.com/employer/merojobcom/detail,,Nepal,"Feb 19, 2026",,,Full Time,Mid Level,,"NRs. 22,000 - 25,000 Monthly",Equal to 1 year,"Required skills for this job, Fast Learner, Positive Attitude, Salary, Offered Salary, Applying Procedure, Login to Apply, About the organization, E-Commerce/ E-Business",Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:08.895885,2026-02-25T18:01:32
https://merojob.com/lua-developer-software-engineer-control4-driver-development,merojob,lua-developer-software-engineer-control4-driver-development,https://merojob.com/lua-developer-software-engineer-control4-driver-development,Lua Developer / Software Engineer (Control4 Driver Development),,https://merojob.com/employer/nepal-digital-systems-pvt-ltd/detail,,Nepal,"Feb 25, 2026",,,Full Time,Senior Level,,Not Disclosed,More than 3 years,"Required skills for this job, Programming, Software Engineering, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Engineering Firms",IT,QA,Automation,,1.0,2026-02-25 11:46:08.352431,2026-02-25T18:01:32
https://merojob.com/qa-engineer-iot-embedded-systems,merojob,qa-engineer-iot-embedded-systems,https://merojob.com/qa-engineer-iot-embedded-systems,QA Engineer (IoT & Embedded Systems),,https://merojob.com/employer/nepal-digital-systems-pvt-ltd/detail,,Nepal,"Feb 25, 2026",,,Full Time,Senior Level,,Not Disclosed,More than 3 years,"Required skills for this job, Quality Control, Debugging, REST API, Offered Salary, Not Disclosed, Login to Apply, About the organization, Engineering Firms",IT,QA,Automation,,1.0,2026-02-25 11:46:07.060879,2026-02-25T18:01:32
https://merojob.com/sales-executive-1310,merojob,sales-executive-1310,https://merojob.com/sales-executive-1310,Sales Executive,,https://merojob.com/employer/sabre-travel-network-nepal/detail,,Nepal,"Feb 25, 2026",,,Full Time,Mid Level,,Not Disclosed,More than 2 years,"Required skills for this job, Negotiation, Sales Planning, Salary, Offered Salary, Not Disclosed, Login to Apply, About the organization, Software Companies",IT,AI,NLP,,0.56,2026-02-25 11:46:05.965834,2026-02-25T18:01:32
https://merojob.com/primary-level-teacher-74,merojob,primary-level-teacher-74,https://merojob.com/primary-level-teacher-74,,,https://merojob.com/employer/elite-grand-school-5/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:04.858475,2026-02-25T18:01:32
https://merojob.com/middle-school-teacher-15,merojob,middle-school-teacher-15,https://merojob.com/middle-school-teacher-15,,,https://merojob.com/employer/elite-grand-school-5/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:04.178196,2026-02-25T18:01:32
https://merojob.com/high-school-teacher-8,merojob,high-school-teacher-8,https://merojob.com/high-school-teacher-8,,,https://merojob.com/employer/elite-grand-school-5/detail,,Nepal,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:03.315360,2026-02-25T18:01:32
https://merojob.com/study-abroad-counselor-18,merojob,study-abroad-counselor-18,https://merojob.com/study-abroad-counselor-18,,,https://merojob.com/employer/the-metaphor-consultancy/detail,,,,,,,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-25 11:46:03.044816,2026-02-25T18:01:32
https://merojob.com/agency-support-executive,merojob,agency-support-executive,https://merojob.com/agency-support-executive,Agency Support Executive,,https://merojob.com/employer/sabre-travel-network-nepal/detail,,Nepal,"Feb 25, 2026",,,Full Time,Entry Level,,Not Disclosed,Not Required,"Required skills for this job, Ticketing, Attention to Detail, Offered Salary, Not Disclosed, Login to Apply, About the organization, Software Companies",IT,AI,NLP,,0.56,2026-02-25 11:46:02.577685,2026-02-25T18:01:32
https://merojob.com/manga-video-editor-and-post-production,merojob,manga-video-editor-and-post-production,https://merojob.com/manga-video-editor-and-post-production,Manga Video Editor and Post-Production,,https://merojob.com/employer/chinese-company/detail,,Nepal,"Feb 25, 2026",,,Full Time,Mid Level,,"NRs. 40,000 - 50,000 Monthly",More than 1 year,"Required skills for this job, Work Under Pressure, Video Editing, Storytelling, Offered Salary, Applying Procedure, Login to Apply, About the organization, Consulting / Legal",Non-IT,Design,Video,,1.0,2026-02-25 11:46:01.532821,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372728488/,linkedin,4372728488,https://www.linkedin.com/jobs/view/4372728488/,＼1日5時間～勤務可能!!／≪選べる時間・曜日≫日払い・週払いOK!!【カンタン作業のみ洗浄スタッフ募集！】長期安定現場で働くならココ！定着率良し、職場環境良し‼,株式会社イー・エス・エージェンシー,https://www.linkedin.com/company/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A4%E3%83%BC%E3%83%BB%E3%82%A8%E3%82%B9%E3%83%BB%E3%82%A8%E3%83%BC%E3%82%B8%E3%82%A7%E3%83%B3%E3%82%B7%E3%83%BC/life,"Chiba, Chiba, Japan",Japan,1 week ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:06:29.709071,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372748075/,linkedin,4372748075,https://www.linkedin.com/jobs/view/4372748075/,★リフト運搬と他付帯作業★月収例47万円！寮費半年無料！履歴書不要の簡単TEL面接のみ/最短応募当日入寮OK/50代前半まで活躍中,Man To Man,https://www.linkedin.com/company/man-to-man/life,"Aichi, Japan",Japan,1 week ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:06:27.288729,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4354129745/,linkedin,4354129745,https://www.linkedin.com/jobs/view/4354129745/,Talent Acquisition Partner,Plaud,https://www.linkedin.com/company/plaudai/life,"Tokyo, Japan",Japan,Reposted 1 week ago,,Hybrid,Full-time,,,,,,Non-IT,HR,Recruitment,Other,0.42,2026-02-24 08:06:24.991199,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376154762/,linkedin,4376154762,https://www.linkedin.com/jobs/view/4376154762/,Audio Specialist - Freelance AI Trainer Project,"Meridial Marketplace, by Invisible",https://www.linkedin.com/company/meridial-marketplace/life,Japan,Japan,3 days ago,,Remote,Contract,,Contract Workplace,,,,IT,Mobile,iOS,Other,0.64,2026-02-24 08:06:22.678461,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4327850005/,linkedin,4327850005,https://www.linkedin.com/jobs/view/4327850005/,"Associate, Talent Acquisition",AlphaSights,https://www.linkedin.com/company/alphasights/life,"Tokyo, Tokyo, Japan",Japan,Reposted 1 week ago,,,Full-time,,,,,,Non-IT,HR,Recruitment,Other,1.0,2026-02-24 08:06:20.444801,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376572265/,linkedin,4376572265,https://www.linkedin.com/jobs/view/4376572265/,Program Manager (Non-Profit) - Remote,North Star Staffing,https://www.linkedin.com/company/north-star-staffingg/life,Japan,Japan,21 hours ago,,Remote,Contract,,,,,,Non-IT,HR,L&D,Other,0.54,2026-02-24 08:06:18.104460,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372721838/,linkedin,4372721838,https://www.linkedin.com/jobs/view/4372721838/,3D キャラクターアーティスト,Wizcorp,https://www.linkedin.com/company/wizcorp/life,"Tokyo, Tokyo, Japan",Japan,1 week ago,,Remote,Full-time,,"Full Time Working Pattern: Remote PERSONAL DATA PROTECTION POLICY Keywords Studios is strongly committed to protecting your personal information. By sending your CV/Resume, you are agreeing to our terms and conditions and consent to your data being managed and retained in accordance with our data privacy and retention policy https://www.keywordsstudios.com/en/applicant-privacy-notice/.",,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:05:58.313773,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4361978368/,linkedin,4361978368,https://www.linkedin.com/jobs/view/4361978368/,Talent Acquisition Partner,Plaud,https://www.linkedin.com/company/plaudai/life,"Tokyo, Tokyo, Japan",Japan,Reposted 1 week ago,,Hybrid,Full-time,,,,,,IT,Security,SOC,Other,0.69,2026-02-24 08:05:55.823162,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4311780921/,linkedin,4311780921,https://www.linkedin.com/jobs/view/4311780921/,Sales Engineer,Emerson,https://www.linkedin.com/company/emerson/life,Japan,Japan,Reposted 1 week ago,,Hybrid,Full-time,,,,,,IT,IT-Other,General,Other,0.59,2026-02-24 08:05:53.513378,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372003377/,linkedin,4372003377,https://www.linkedin.com/jobs/view/4372003377/,Post Security Manager,British Embassy Tokyo,https://www.linkedin.com/company/british-embassy-tokyo/life,Japan,Japan,4 days ago,,Hybrid,Full-time,,,,,,Non-IT,Management,General,Other,0.42,2026-02-24 08:05:51.175346,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374187026/,linkedin,4374187026,https://www.linkedin.com/jobs/view/4374187026/,Politics & Government Specialist – Freelance AI Trainer Project,"Meridial Marketplace, by Invisible",https://www.linkedin.com/company/meridial-marketplace/life,Japan,Japan,1 day ago,,Remote,Contract,,Freelance / Contract Workplace,,,,Non-IT,Legal,Other,Other,0.42,2026-02-24 08:05:48.878466,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376365579/,linkedin,4376365579,https://www.linkedin.com/jobs/view/4376365579/,Civil Engineering Technician (Remote),North Star Staffing,https://www.linkedin.com/company/north-star-staffingg/life,Japan,Japan,1 day ago,,Remote,Contract,,,,,,IT,AI,ML,Other,0.64,2026-02-24 08:05:46.573989,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4261127035/,linkedin,4261127035,https://www.linkedin.com/jobs/view/4261127035/,"Sr. Associate, Wind Project Engineer",Vena Group,https://www.linkedin.com/company/venagroup/life,"Tokyo, Japan",Japan,Reposted 2 weeks ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:05:27.112800,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374103332/,linkedin,4374103332,https://www.linkedin.com/jobs/view/4374103332/,Growth Manager,Jitera,https://www.linkedin.com/company/jitera/life,"Tokyo, Japan",Japan,6 days ago,,Remote,Full-time,,,,,,Non-IT,Marketing,General,Other,0.42,2026-02-24 08:05:24.792732,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374641869/,linkedin,4374641869,https://www.linkedin.com/jobs/view/4374641869/,Svc Spec I-GBA,Halliburton,https://www.linkedin.com/company/halliburton/life,"Ao, Wakayama, Japan",Japan,3 days ago,,On-site,Full-time,Compensation Information Compensation is competitive and commensurate with experience.,,,,,Non-IT,HR,General,Other,0.42,2026-02-24 08:05:22.309472,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376159589/,linkedin,4376159589,https://www.linkedin.com/jobs/view/4376159589/,Hindi Audio Specialist - Freelance AI Trainer Project,"Meridial Marketplace, by Invisible",https://www.linkedin.com/company/meridial-marketplace/life,Japan,Japan,3 days ago,,Remote,Contract,,Contract Workplace,,,,Non-IT,Legal,Other,Other,0.42,2026-02-24 08:05:19.974365,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376364461/,linkedin,4376364461,https://www.linkedin.com/jobs/view/4376364461/,Nuclear Technician (Remote),North Star Staffing,https://www.linkedin.com/company/north-star-staffingg/life,Japan,Japan,1 day ago,,Remote,Contract,,,,,,Non-IT,Operations,General,Other,0.54,2026-02-24 08:05:17.690126,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4355905136/,linkedin,4355905136,https://www.linkedin.com/jobs/view/4355905136/,"Associatel, Asset Management",Vena Group,https://www.linkedin.com/company/venagroup/life,"Tokyo, Japan",Japan,Reposted 2 days ago,,On-site,Full-time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:04:57.617305,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4344865068/,linkedin,4344865068,https://www.linkedin.com/jobs/view/4344865068/,TypeScript Coding Specialist - Freelance AI Trainer Project,"Meridial Marketplace, by Invisible",https://www.linkedin.com/company/meridial-marketplace/life,Japan,Japan,Reposted 2 days ago,,Remote,Contract,,Contract Workplace,,,,Non-IT,Legal,Other,Other,0.42,2026-02-24 08:04:55.360987,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4375750649/,linkedin,4375750649,https://www.linkedin.com/jobs/view/4375750649/,Freelance Writer,GLOBELANCE,https://www.linkedin.com/company/globelance/life,Japan,Japan,11 hours ago,13 applicants No response insights available yet,Remote,Part-Time,,,,,,Non-IT,Non-IT-Other,Other,Other,0.35,2026-02-24 08:04:53.137761,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4376573406/,linkedin,4376573406,https://www.linkedin.com/jobs/view/4376573406/,Geologist (Remote),North Star Staffing,https://www.linkedin.com/company/north-star-staffingg/life,Japan,Japan,19 hours ago,,Remote,Contract,,,,,,Non-IT,Legal,Other,Other,0.42,2026-02-24 08:04:50.850960,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4372060622/,linkedin,4372060622,https://www.linkedin.com/jobs/view/4372060622/,Generalist | $35/hr Remote,Crossing Hurdles,https://www.linkedin.com/company/crossinghurdles/life,Japan,Japan,1 week ago,Actively reviewing applicants,Remote,Contract,Listening Specialist,Hourly contract,$30 to $35 per hour,"Short term accelerated project Role Responsibilities Review and compare pairs of AI generated responses in therapeutic style conversations. Evaluate responses against structured criteria such as empathy, emotional insight, and communication quality. Produce improved rewrites that better meet project standards when required. Provide structured feedback to support AI safety and alignment research. Collaborate asynchronously within a fast paced project environment. Requirements Bachelor’s degree minimum. Strong written and verbal communication skills. High attention to detail and ability to evaluate nuanced dialogue. Ability to work independently under accelerated timelines. Availability to begin immediately following onboarding. Application Process (Takes 20 Min) Upload resume Interview Submit form Desired Skills and Experience Research, Attention to Detail","Research, Attention to Detail",Non-IT,HR,General,Other,0.42,2026-02-24 08:04:48.600737,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4360933013/,linkedin,4360933013,https://www.linkedin.com/jobs/view/4360933013/,Експерт &quot;Сервизен център&quot; - Разлог и Банско,Overgas,https://www.linkedin.com/company/overgas-inc/life,"Razlog, Blagoevgrad, Bulgaria",Qatar,1 month ago,,On-site,Full-time,,,,,,Non-IT,Operations,Admin,Other,0.42,2026-02-24 08:04:28.796225,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374209057/,linkedin,4374209057,https://www.linkedin.com/jobs/view/4374209057/,Head of R&D Department,Festo,https://www.linkedin.com/company/festo/life,"Sofia, Sofia City, Bulgaria",Qatar,1 day ago,,On-site,Full-time,,,,,,IT,IT-Other,General,Other,0.59,2026-02-24 08:04:26.510277,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4366517437/,linkedin,4366517437,https://www.linkedin.com/jobs/view/4366517437/,Financial Planning and Analysis Specialist,EVN Bulgaria,https://www.linkedin.com/company/evn-bulgaria/life,"Plovdiv, Bulgaria",Qatar,3 weeks ago,,Hybrid,Full-time,,,,,,Non-IT,HR,Recruitment,Other,0.9,2026-02-24 08:04:24.260815,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4374999350/,linkedin,4374999350,https://www.linkedin.com/jobs/view/4374999350/,Graphic Designer Intern,C&D Talent Advisory - Academy,https://www.linkedin.com/company/c-d-talent-advisory/life,"Varna, Varna, Bulgaria",Qatar,1 day ago,,Remote,Internship,,,,,,Non-IT,Marketing,General,Other,0.78,2026-02-24 08:04:22.011899,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4359844956/,linkedin,4359844956,https://www.linkedin.com/jobs/view/4359844956/,Data Science Young Professionals Program,Louis Dreyfus Company,https://www.linkedin.com/company/louis-dreyfus-company/life,"Sofia, Sofia City, Bulgaria",Qatar,Reposted 2 weeks ago,,Hybrid,Internship,,,,,,IT,Data,Analytics,Other,0.72,2026-02-24 08:04:19.683411,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4150024963/,linkedin,4150024963,https://www.linkedin.com/jobs/view/4150024963/,English Teacher for Adults,BRITANICA,https://www.linkedin.com/company/britanica/life,"Sofia, Sofia City, Bulgaria",Qatar,1 year ago Responses managed off LinkedIn,,On-site,Part-Time,,,,,,Non-IT,Education,Other,Other,0.66,2026-02-24 08:04:17.324221,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4367025865/,linkedin,4367025865,https://www.linkedin.com/jobs/view/4367025865/,Network Engineer (M/F),Information Services,https://www.linkedin.com/company/information-services-jsc-/life,"Sofia, Sofia City, Bulgaria",Qatar,3 weeks ago,,On-site,Full-time,,,,,,IT,DevOps,IaC,Other,0.69,2026-02-24 08:03:57.689322,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4373409757/,linkedin,4373409757,https://www.linkedin.com/jobs/view/4373409757/,"Trainee, Test engineer",Festo Bulgaria,https://www.linkedin.com/company/festobulgaria/life,"Sofia, Sofia City, Bulgaria",Qatar,4 days ago,Actively reviewing applicants,On-site,Internship,,,,,,IT,IT-Other,Other,Other,0.51,2026-02-24 08:03:55.431405,2026-02-25T18:01:32
https://www.linkedin.com/jobs/view/4356830192/,linkedin,4356830192,https://www.linkedin.com/jobs/view/4356830192/,IT Internship - TBS Academy,Telelink Business Services,https://www.linkedin.com/company/telelink-business-services/life,"Sofia, Sofia City, Bulgaria",Qatar,3 weeks ago,,On-site,Internship,,,,,,IT,IT-Other,Other,Other,0.59,2026-02-24 08:03:53.149259,2026-02-25T18:01:32
